Order ID,Revenue,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Year
B-25388,"$5,047","$2,211",13,Furniture,Sofas,EMI,8/13/2023,Alexandra Moran,California,San Francisco,2023-08,2023
B-25388,"$5,047","$2,211",13,Furniture,Sofas,EMI,2/4/2021,Sara Castro,Illinois,Chicago,2021-02,2021
B-25388,"$5,047","$2,211",13,Furniture,Sofas,EMI,9/16/2022,Shawn Leach,Illinois,Peoria,2022-09,2022
B-25388,"$5,047","$2,211",13,Furniture,Sofas,EMI,5/6/2022,Mark Boyle,New York,Buffalo,2022-05,2022
B-26419,"$3,657",$163,1,Furniture,Sofas,UPI,5/28/2021,John Stevens,California,San Francisco,2021-05,2021
B-25157,"$6,471","$2,842",18,Electronics,Electronic Games,UPI,7/18/2024,Lisa Graham,Illinois,Peoria,2024-07,2024
B-25342,$949,$301,9,Office Supplies,Binders,UPI,12/6/2024,Nancy Jones,Ohio,Cleveland,2024-12,2024
B-25342,"$6,823",$771,6,Office Supplies,Binders,EMI,12/6/2024,Nancy Jones,Ohio,Cleveland,2024-12,2024
B-25342,"$4,364",$831,2,Furniture,Tables,EMI,12/6/2024,Nancy Jones,Ohio,Cleveland,2024-12,2024
B-26165,"$6,671","$2,797",10,Electronics,Phones,UPI,12/12/2022,Darryl Robbins,Illinois,Peoria,2022-12,2022
B-26571,"$7,472","$1,037",3,Office Supplies,Paper,COD,10/20/2022,Kimberly Smith,Illinois,Springfield,2022-10,2022
B-26571,"$9,548","$1,806",9,Electronics,Printers,COD,10/20/2022,Kimberly Smith,Illinois,Springfield,2022-10,2022
B-25400,"$7,759","$3,741",17,Electronics,Printers,UPI,3/24/2021,Maria Thomas,Florida,Miami,2021-03,2021
B-25400,"$7,759","$3,741",17,Electronics,Printers,UPI,1/6/2025,Nicholas Johnson,Texas,Dallas,2025-01,2025
B-25400,"$7,521","$3,457",16,Office Supplies,Markers,Debit Card,3/24/2021,Maria Thomas,Florida,Miami,2021-03,2021
B-25400,"$7,521","$3,457",16,Office Supplies,Markers,Debit Card,1/6/2025,Nicholas Johnson,Texas,Dallas,2025-01,2025
B-25885,"$9,704","$4,339",12,Office Supplies,Pens,COD,3/6/2021,Dawn Howard,Texas,Houston,2021-03,2021
B-25885,"$4,948","$2,356",18,Electronics,Printers,Debit Card,3/6/2021,Dawn Howard,Texas,Houston,2021-03,2021
B-25885,"$6,435",$334,10,Electronics,Electronic Games,Debit Card,3/6/2021,Dawn Howard,Texas,Houston,2021-03,2021
B-25004,"$9,965","$3,033",16,Office Supplies,Markers,COD,6/17/2020,Jennifer Marshall,California,San Francisco,2020-06,2020
B-25004,"$9,965","$3,033",16,Office Supplies,Markers,COD,9/1/2023,Frank Garcia,New York,Buffalo,2023-09,2023
B-26213,"$1,523",$234,3,Furniture,Sofas,UPI,6/8/2023,Terri Madden,New York,Rochester,2023-06,2023
B-26213,"$9,073",$424,7,Electronics,Electronic Games,Debit Card,6/8/2023,Terri Madden,New York,Rochester,2023-06,2023
B-25025,"$6,447","$3,079",20,Electronics,Laptops,COD,3/25/2021,James Gutierrez,New York,Rochester,2021-03,2021
B-25025,"$8,947","$2,807",6,Electronics,Electronic Games,Credit Card,3/25/2021,James Gutierrez,New York,Rochester,2021-03,2021
B-26804,$914,$400,8,Office Supplies,Pens,Debit Card,1/3/2021,Morgan Sellers,California,Los Angeles,2021-01,2021
B-26804,"$1,548",$666,3,Office Supplies,Paper,Credit Card,1/3/2021,Morgan Sellers,California,Los Angeles,2021-01,2021
B-26797,"$2,759","$1,149",6,Furniture,Tables,Credit Card,12/27/2024,Caitlin Thomas,New York,New York City,2024-12,2024
B-26556,"$1,341",$615,4,Electronics,Laptops,UPI,8/12/2022,Kimberly Greene,Florida,Orlando,2022-08,2022
B-25861,"$9,851","$2,669",19,Electronics,Electronic Games,Debit Card,3/28/2022,Tammy Anthony,Ohio,Cleveland,2022-03,2022
B-25861,"$9,851","$2,669",19,Electronics,Electronic Games,Debit Card,7/15/2023,Jennifer Chase,New York,Buffalo,2023-07,2023
B-25861,"$9,851","$2,669",19,Electronics,Electronic Games,Debit Card,9/22/2022,Cassandra Farley,Florida,Orlando,2022-09,2022
B-25861,"$9,989","$3,930",14,Furniture,Tables,Debit Card,3/28/2022,Tammy Anthony,Ohio,Cleveland,2022-03,2022
B-25861,"$9,989","$3,930",14,Furniture,Tables,Debit Card,7/15/2023,Jennifer Chase,New York,Buffalo,2023-07,2023
B-25861,"$9,989","$3,930",14,Furniture,Tables,Debit Card,9/22/2022,Cassandra Farley,Florida,Orlando,2022-09,2022
B-25112,"$7,421",$958,10,Furniture,Tables,COD,12/20/2022,Justin Vasquez,Texas,Houston,2022-12,2022
B-25112,"$7,421",$958,10,Furniture,Tables,COD,1/16/2022,Melissa Morales,Texas,Houston,2022-01,2022
B-25112,"$7,421",$958,10,Furniture,Tables,COD,1/29/2023,Tyler Thompson,Texas,Dallas,2023-01,2023
B-25223,"$3,099",$479,1,Office Supplies,Paper,COD,1/15/2022,Heidi Davis,New York,Buffalo,2022-01,2022
B-25223,"$2,521",$906,7,Electronics,Phones,COD,1/15/2022,Heidi Davis,New York,Buffalo,2022-01,2022
B-25714,"$6,962","$3,429",12,Electronics,Electronic Games,UPI,3/24/2024,Charles Lane,Texas,Dallas,2024-03,2024
B-25714,"$6,962","$3,429",12,Electronics,Electronic Games,UPI,2/19/2025,Joyce Good MD,Florida,Miami,2025-02,2025
B-26607,"$1,085",$301,20,Furniture,Bookcases,UPI,7/13/2024,Maria Miller,New York,Buffalo,2024-07,2024
B-25038,$738,$342,2,Furniture,Chairs,Debit Card,4/28/2023,Terry Mcdaniel,Ohio,Cincinnati,2023-04,2023
B-25038,$738,$342,2,Furniture,Chairs,Debit Card,12/5/2020,Lisa Jacobs,New York,Buffalo,2020-12,2020
B-25038,$738,$342,2,Furniture,Chairs,Debit Card,5/14/2024,Jeff Duncan,Ohio,Cincinnati,2024-05,2024
B-25038,$738,$342,2,Furniture,Chairs,Debit Card,1/18/2022,Pamela Jones,New York,New York City,2022-01,2022
B-26672,"$1,366",$242,17,Electronics,Electronic Games,EMI,9/18/2023,Renee Robinson,Ohio,Columbus,2023-09,2023
B-26672,"$1,518",$155,13,Office Supplies,Markers,Credit Card,9/18/2023,Renee Robinson,Ohio,Columbus,2023-09,2023
B-25747,"$2,962","$1,470",1,Electronics,Phones,COD,5/12/2021,Jessica Kidd,New York,Buffalo,2021-05,2021
B-25747,"$2,962","$1,470",1,Electronics,Phones,COD,9/17/2023,Nicholas Martin,Florida,Tampa,2023-09,2023
B-25747,"$7,131",$718,12,Electronics,Printers,UPI,5/12/2021,Jessica Kidd,New York,Buffalo,2021-05,2021
B-25747,"$7,131",$718,12,Electronics,Printers,UPI,9/17/2023,Nicholas Martin,Florida,Tampa,2023-09,2023
B-25747,"$4,200",$855,10,Office Supplies,Markers,EMI,5/12/2021,Jessica Kidd,New York,Buffalo,2021-05,2021
B-25747,"$4,200",$855,10,Office Supplies,Markers,EMI,9/17/2023,Nicholas Martin,Florida,Tampa,2023-09,2023
B-26322,"$5,934","$1,563",2,Office Supplies,Markers,EMI,9/6/2024,David Brown,Illinois,Peoria,2024-09,2024
B-26613,"$2,701",$322,11,Electronics,Printers,UPI,6/18/2022,Amber Moore,New York,New York City,2022-06,2022
B-26613,"$7,273","$2,702",18,Office Supplies,Paper,COD,6/18/2022,Amber Moore,New York,New York City,2022-06,2022
B-25413,"$2,465",$699,18,Office Supplies,Markers,Debit Card,5/22/2020,James Williams,California,San Francisco,2020-05,2020
B-26466,"$3,479","$1,087",2,Office Supplies,Markers,EMI,10/17/2024,Karina Barr,Texas,Dallas,2024-10,2024
B-26466,"$5,457","$1,765",7,Electronics,Printers,EMI,10/17/2024,Karina Barr,Texas,Dallas,2024-10,2024
B-26610,"$4,957","$1,152",8,Office Supplies,Markers,Credit Card,3/22/2022,Meghan Rush,Ohio,Cleveland,2022-03,2022
B-26209,"$4,404",$858,17,Office Supplies,Pens,Debit Card,3/17/2024,Bianca Brown,Ohio,Columbus,2024-03,2024
B-26209,"$8,776","$2,529",15,Furniture,Sofas,Credit Card,3/17/2024,Bianca Brown,Ohio,Columbus,2024-03,2024
B-26622,"$9,536","$1,437",9,Electronics,Phones,UPI,4/2/2020,Timothy Jensen,Florida,Orlando,2020-04,2020
B-26622,"$2,225",$589,7,Furniture,Sofas,Credit Card,4/2/2020,Timothy Jensen,Florida,Orlando,2020-04,2020
B-26601,"$9,574","$4,045",19,Furniture,Bookcases,UPI,3/13/2024,Melinda Montoya,California,San Francisco,2024-03,2024
B-26601,"$4,382",$482,17,Electronics,Electronic Games,COD,3/13/2024,Melinda Montoya,California,San Francisco,2024-03,2024
B-25894,"$8,200",$257,19,Electronics,Laptops,COD,3/21/2023,Tammy Bell,Ohio,Cincinnati,2023-03,2023
B-25894,"$9,316","$3,003",13,Furniture,Sofas,Credit Card,3/21/2023,Tammy Bell,Ohio,Cincinnati,2023-03,2023
B-25894,"$6,379","$3,128",15,Electronics,Electronic Games,COD,3/21/2023,Tammy Bell,Ohio,Cincinnati,2023-03,2023
B-26969,"$3,348",$568,5,Office Supplies,Markers,Credit Card,3/2/2024,Connie Richards,Ohio,Cleveland,2024-03,2024
B-26969,"$3,348",$568,5,Office Supplies,Markers,Credit Card,4/30/2021,Peter Ward,New York,Rochester,2021-04,2021
B-26969,"$8,856","$2,020",9,Office Supplies,Pens,Debit Card,3/2/2024,Connie Richards,Ohio,Cleveland,2024-03,2024
B-26969,"$8,856","$2,020",9,Office Supplies,Pens,Debit Card,4/30/2021,Peter Ward,New York,Rochester,2021-04,2021
B-26312,"$1,760",$619,16,Furniture,Sofas,Debit Card,9/15/2021,Jonathan Alvarez,Ohio,Columbus,2021-09,2021
B-26312,"$1,760",$619,16,Furniture,Sofas,Debit Card,1/28/2023,Becky Hodges,Texas,Houston,2023-01,2023
B-26312,"$6,351",$986,15,Electronics,Printers,UPI,9/15/2021,Jonathan Alvarez,Ohio,Columbus,2021-09,2021
B-26312,"$6,351",$986,15,Electronics,Printers,UPI,1/28/2023,Becky Hodges,Texas,Houston,2023-01,2023
B-26837,$869,$373,14,Office Supplies,Paper,Credit Card,7/8/2021,Larry Hill,New York,New York City,2021-07,2021
B-26837,$869,$373,14,Office Supplies,Paper,Credit Card,4/8/2020,Amber Moon,Ohio,Cleveland,2020-04,2020
B-26837,"$1,486",$114,7,Furniture,Bookcases,UPI,7/8/2021,Larry Hill,New York,New York City,2021-07,2021
B-26837,"$1,486",$114,7,Furniture,Bookcases,UPI,4/8/2020,Amber Moon,Ohio,Cleveland,2020-04,2020
B-26166,"$2,999",$145,13,Office Supplies,Binders,COD,8/23/2022,Cynthia Wilcox,Illinois,Chicago,2022-08,2022
B-26166,"$5,142","$1,916",20,Office Supplies,Paper,EMI,8/23/2022,Cynthia Wilcox,Illinois,Chicago,2022-08,2022
B-25695,"$1,239",$575,17,Electronics,Laptops,UPI,12/17/2022,Rebecca Wright,New York,Rochester,2022-12,2022
B-25695,"$1,239",$575,17,Electronics,Laptops,UPI,6/8/2022,Sarah Flores,Illinois,Springfield,2022-06,2022
B-25695,"$1,262",$515,16,Electronics,Electronic Games,EMI,12/17/2022,Rebecca Wright,New York,Rochester,2022-12,2022
B-25695,"$1,262",$515,16,Electronics,Electronic Games,EMI,6/8/2022,Sarah Flores,Illinois,Springfield,2022-06,2022
B-26068,"$1,033",$254,5,Furniture,Bookcases,COD,8/28/2020,Carol Norman,New York,Rochester,2020-08,2020
B-26023,"$1,518",$159,19,Electronics,Printers,UPI,9/26/2020,Stephanie Gardner,California,San Diego,2020-09,2020
B-26677,"$8,581","$2,444",2,Office Supplies,Paper,Debit Card,12/13/2020,Philip Baker,Illinois,Peoria,2020-12,2020
B-26677,"$8,581","$2,444",2,Office Supplies,Paper,Debit Card,11/19/2020,Randall Dennis,Florida,Orlando,2020-11,2020
B-25701,"$1,167",$463,5,Office Supplies,Pens,UPI,9/13/2023,Suzanne Cross,Texas,Austin,2023-09,2023
B-25701,"$2,841",$803,20,Electronics,Laptops,Credit Card,9/13/2023,Suzanne Cross,Texas,Austin,2023-09,2023
B-25701,"$5,680","$2,159",19,Furniture,Tables,UPI,9/13/2023,Suzanne Cross,Texas,Austin,2023-09,2023
B-26523,"$8,204","$2,382",6,Office Supplies,Pens,UPI,3/31/2020,Jasmine Delgado,Illinois,Chicago,2020-03,2020
B-26523,"$8,204","$2,382",6,Office Supplies,Pens,UPI,10/20/2020,Kristen Harper,New York,Buffalo,2020-10,2020
B-26523,"$2,850",$904,6,Electronics,Phones,EMI,3/31/2020,Jasmine Delgado,Illinois,Chicago,2020-03,2020
B-26523,"$2,850",$904,6,Electronics,Phones,EMI,10/20/2020,Kristen Harper,New York,Buffalo,2020-10,2020
B-25880,$907,$391,9,Office Supplies,Pens,Credit Card,8/4/2023,Kaitlyn Graham MD,New York,New York City,2023-08,2023
B-26898,"$2,174",$265,19,Office Supplies,Pens,Credit Card,4/11/2022,Dean Avila,Ohio,Cincinnati,2022-04,2022
B-26898,"$8,541","$2,029",12,Electronics,Electronic Games,Credit Card,4/11/2022,Dean Avila,Ohio,Cincinnati,2022-04,2022
B-26898,"$1,931",$551,3,Furniture,Bookcases,EMI,4/11/2022,Dean Avila,Ohio,Cincinnati,2022-04,2022
B-26035,"$1,281",$340,3,Electronics,Electronic Games,Debit Card,12/31/2021,Megan Mack,Texas,Austin,2021-12,2021
B-26035,"$2,404",$253,15,Electronics,Laptops,COD,12/31/2021,Megan Mack,Texas,Austin,2021-12,2021
B-25573,"$2,119",$196,1,Furniture,Sofas,COD,8/16/2020,Heather Johnson,California,Los Angeles,2020-08,2020
B-25463,"$3,137",$571,9,Office Supplies,Pens,Debit Card,2/2/2025,Tina Davies,Illinois,Chicago,2025-02,2025
B-26277,"$2,323",$727,7,Furniture,Tables,COD,2/24/2022,Matthew Harris,Texas,Dallas,2022-02,2022
B-26277,"$1,368",$406,9,Furniture,Bookcases,UPI,2/24/2022,Matthew Harris,Texas,Dallas,2022-02,2022
B-26508,"$9,204","$3,289",16,Electronics,Laptops,Credit Card,2/25/2024,Christopher Kirk,Florida,Miami,2024-02,2024
B-26508,"$9,204","$3,289",16,Electronics,Laptops,Credit Card,6/15/2021,Eric Stevens,Florida,Miami,2021-06,2021
B-26508,"$9,894","$3,698",20,Office Supplies,Paper,EMI,2/25/2024,Christopher Kirk,Florida,Miami,2024-02,2024
B-26508,"$9,894","$3,698",20,Office Supplies,Paper,EMI,6/15/2021,Eric Stevens,Florida,Miami,2021-06,2021
B-26723,"$5,322","$1,423",18,Furniture,Sofas,COD,12/8/2022,James Dickerson,Texas,Houston,2022-12,2022
B-26723,"$5,322","$1,423",18,Furniture,Sofas,COD,12/9/2023,James Jones,Texas,Dallas,2023-12,2023
B-25526,"$2,666",$559,14,Furniture,Chairs,COD,7/16/2022,Hannah Hendricks,Ohio,Cleveland,2022-07,2022
B-25645,"$8,383",$937,4,Furniture,Sofas,UPI,5/5/2024,Brett Mullins,Florida,Orlando,2024-05,2024
B-25757,"$7,560",$821,4,Office Supplies,Paper,EMI,10/4/2021,Ms. Kim Jordan,Illinois,Chicago,2021-10,2021
B-26716,"$1,314",$490,16,Furniture,Sofas,UPI,11/20/2021,Marcus Santiago,New York,Buffalo,2021-11,2021
B-26716,"$4,390",$179,1,Furniture,Tables,Debit Card,11/20/2021,Marcus Santiago,New York,Buffalo,2021-11,2021
B-26716,"$1,150",$58,7,Office Supplies,Binders,Debit Card,11/20/2021,Marcus Santiago,New York,Buffalo,2021-11,2021
B-25424,"$1,574",$258,17,Office Supplies,Pens,EMI,9/15/2020,Jill Perez,California,San Diego,2020-09,2020
B-25424,"$5,635",$318,17,Office Supplies,Binders,UPI,9/15/2020,Jill Perez,California,San Diego,2020-09,2020
B-25424,"$6,515",$961,11,Furniture,Sofas,Debit Card,9/15/2020,Jill Perez,California,San Diego,2020-09,2020
B-26453,"$1,231",$214,20,Electronics,Laptops,Debit Card,1/17/2023,Courtney Williams,Ohio,Columbus,2023-01,2023
B-26453,"$1,231",$214,20,Electronics,Laptops,Debit Card,6/16/2020,Jordan Hahn,New York,Rochester,2020-06,2020
B-26425,"$6,891","$2,529",3,Office Supplies,Binders,Debit Card,5/1/2024,William Cook,Ohio,Cleveland,2024-05,2024
B-25843,"$7,524","$2,308",15,Electronics,Laptops,EMI,12/7/2023,Stephanie Hayes,Texas,Austin,2023-12,2023
B-25843,"$6,864","$1,824",14,Electronics,Printers,Credit Card,12/7/2023,Stephanie Hayes,Texas,Austin,2023-12,2023
B-25486,"$4,215",$432,14,Furniture,Chairs,Debit Card,2/2/2024,Melissa Wise,Ohio,Columbus,2024-02,2024
B-26975,$622,$218,19,Furniture,Bookcases,Credit Card,6/23/2024,Elizabeth Gonzalez,California,San Diego,2024-06,2024
B-26975,"$1,755",$495,18,Office Supplies,Pens,UPI,6/23/2024,Elizabeth Gonzalez,California,San Diego,2024-06,2024
B-26975,"$8,020","$3,898",20,Electronics,Electronic Games,EMI,6/23/2024,Elizabeth Gonzalez,California,San Diego,2024-06,2024
B-26890,"$7,333","$1,576",4,Electronics,Laptops,Credit Card,6/7/2024,Mr. Eric Lopez,New York,Buffalo,2024-06,2024
B-26125,"$7,690","$1,134",4,Electronics,Electronic Games,COD,10/13/2023,Benjamin Higgins,New York,Rochester,2023-10,2023
B-26125,$912,$246,2,Furniture,Sofas,EMI,10/13/2023,Benjamin Higgins,New York,Rochester,2023-10,2023
B-26489,"$2,791",$894,14,Electronics,Laptops,COD,10/8/2022,Brett Sutton,Texas,Austin,2022-10,2022
B-26489,"$2,791",$894,14,Electronics,Laptops,COD,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10,2023
B-26489,"$2,791",$894,14,Electronics,Laptops,COD,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02,2021
B-26489,"$6,223","$1,478",3,Furniture,Sofas,Debit Card,10/8/2022,Brett Sutton,Texas,Austin,2022-10,2022
B-26489,"$6,223","$1,478",3,Furniture,Sofas,Debit Card,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10,2023
B-26489,"$6,223","$1,478",3,Furniture,Sofas,Debit Card,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02,2021
B-26489,"$8,943","$3,121",17,Furniture,Chairs,Debit Card,10/8/2022,Brett Sutton,Texas,Austin,2022-10,2022
B-26489,"$8,943","$3,121",17,Furniture,Chairs,Debit Card,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10,2023
B-26489,"$8,943","$3,121",17,Furniture,Chairs,Debit Card,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02,2021
B-26489,"$3,297",$102,12,Electronics,Phones,Credit Card,10/8/2022,Brett Sutton,Texas,Austin,2022-10,2022
B-26489,"$3,297",$102,12,Electronics,Phones,Credit Card,10/27/2023,Anna Blackburn,Ohio,Cincinnati,2023-10,2023
B-26489,"$3,297",$102,12,Electronics,Phones,Credit Card,2/9/2021,Michelle Bailey,Texas,Dallas,2021-02,2021
B-26043,"$8,769","$1,989",20,Office Supplies,Paper,UPI,11/3/2020,Sara Peterson,Illinois,Chicago,2020-11,2020
B-26557,"$9,057","$1,888",19,Electronics,Printers,COD,5/30/2022,Katherine Williams,Florida,Orlando,2022-05,2022
B-26557,"$6,864","$3,275",11,Furniture,Tables,Credit Card,5/30/2022,Katherine Williams,Florida,Orlando,2022-05,2022
B-26557,"$9,200",$809,13,Electronics,Laptops,COD,5/30/2022,Katherine Williams,Florida,Orlando,2022-05,2022
B-25243,"$6,113","$2,508",6,Electronics,Laptops,UPI,6/16/2024,Cory Evans,Florida,Orlando,2024-06,2024
B-25243,"$7,733","$2,784",15,Furniture,Tables,EMI,6/16/2024,Cory Evans,Florida,Orlando,2024-06,2024
B-25243,"$8,524",$154,14,Furniture,Tables,COD,6/16/2024,Cory Evans,Florida,Orlando,2024-06,2024
B-25243,"$6,187","$2,344",15,Furniture,Bookcases,EMI,6/16/2024,Cory Evans,Florida,Orlando,2024-06,2024
B-26932,"$4,364",$148,18,Furniture,Tables,EMI,7/15/2022,Michael Rodriguez,Ohio,Cincinnati,2022-07,2022
B-26932,$736,$286,12,Office Supplies,Pens,EMI,7/15/2022,Michael Rodriguez,Ohio,Cincinnati,2022-07,2022
B-25241,"$9,905",$633,17,Office Supplies,Pens,EMI,7/18/2021,John Munoz,Texas,Dallas,2021-07,2021
B-25241,"$9,905",$633,17,Office Supplies,Pens,EMI,10/2/2021,David Clark,Florida,Tampa,2021-10,2021
B-25044,"$2,493","$1,221",9,Office Supplies,Paper,Credit Card,4/16/2024,April Welch,Illinois,Springfield,2024-04,2024
B-25044,"$9,849",$963,1,Office Supplies,Pens,Credit Card,4/16/2024,April Welch,Illinois,Springfield,2024-04,2024
B-26137,"$3,423",$804,4,Electronics,Printers,Credit Card,7/9/2020,Alan Livingston,Illinois,Peoria,2020-07,2020
B-26137,"$3,423",$804,4,Electronics,Printers,Credit Card,7/25/2020,Angela Jackson,Texas,Dallas,2020-07,2020
B-26137,"$3,423",$804,4,Electronics,Printers,Credit Card,1/24/2024,Amy Williams,Texas,Austin,2024-01,2024
B-26137,"$3,423",$804,4,Electronics,Printers,Credit Card,5/4/2020,Laura Jordan,Texas,Dallas,2020-05,2020
B-26137,"$3,423",$804,4,Electronics,Printers,Credit Card,11/13/2021,Richard Maynard,Ohio,Cincinnati,2021-11,2021
B-25545,"$3,900",$115,9,Furniture,Chairs,COD,10/7/2023,Lawrence Oliver,Illinois,Springfield,2023-10,2023
B-26800,"$8,568","$2,419",11,Electronics,Electronic Games,UPI,10/23/2021,Anthony Williams,New York,Rochester,2021-10,2021
B-26800,"$3,283",$71,6,Office Supplies,Pens,EMI,10/23/2021,Anthony Williams,New York,Rochester,2021-10,2021
B-26987,"$7,643","$3,720",19,Electronics,Electronic Games,EMI,7/18/2022,Lynn Matthews,Texas,Dallas,2022-07,2022
B-26144,"$3,461","$1,537",15,Furniture,Sofas,EMI,8/23/2024,Andrew Griffin,Illinois,Chicago,2024-08,2024
B-26144,"$5,714","$1,438",6,Electronics,Electronic Games,Credit Card,8/23/2024,Andrew Griffin,Illinois,Chicago,2024-08,2024
B-26144,"$3,853","$1,457",10,Office Supplies,Binders,COD,8/23/2024,Andrew Griffin,Illinois,Chicago,2024-08,2024
B-25406,"$6,016",$431,20,Office Supplies,Pens,UPI,10/28/2020,Megan Williams,Illinois,Chicago,2020-10,2020
B-25658,"$1,290",$204,12,Office Supplies,Markers,UPI,6/15/2024,Alison Martin,New York,Buffalo,2024-06,2024
B-25658,"$1,290",$204,12,Office Supplies,Markers,UPI,12/19/2024,Samuel Wallace,California,San Francisco,2024-12,2024
B-25733,"$4,569","$1,693",10,Electronics,Printers,UPI,9/4/2020,Manuel Stark,Illinois,Springfield,2020-09,2020
B-26993,"$3,083","$1,151",16,Furniture,Bookcases,Debit Card,4/16/2022,William Villarreal,Florida,Orlando,2022-04,2022
B-26964,"$3,522",$898,15,Office Supplies,Pens,Credit Card,8/29/2024,Brandon Kirk,Ohio,Cleveland,2024-08,2024
B-26964,"$3,522",$898,15,Office Supplies,Pens,Credit Card,1/14/2022,Abigail Brown,California,Los Angeles,2022-01,2022
B-26955,"$7,301","$3,602",3,Office Supplies,Binders,Debit Card,4/7/2024,Kristine Carter,Texas,Houston,2024-04,2024
B-26059,"$4,462",$121,8,Electronics,Laptops,COD,4/24/2022,Wesley Deleon,Illinois,Springfield,2022-04,2022
B-26059,"$6,212","$1,881",17,Electronics,Phones,COD,4/24/2022,Wesley Deleon,Illinois,Springfield,2022-04,2022
B-26806,"$4,027","$1,386",3,Furniture,Bookcases,EMI,8/27/2020,Laura Cole,Florida,Tampa,2020-08,2020
B-26299,"$1,676",$330,14,Electronics,Laptops,EMI,3/1/2023,Lauren Harris,Ohio,Cleveland,2023-03,2023
B-26299,"$3,927","$1,133",12,Furniture,Bookcases,COD,3/1/2023,Lauren Harris,Ohio,Cleveland,2023-03,2023
B-26299,"$2,776",$887,9,Electronics,Phones,Debit Card,3/1/2023,Lauren Harris,Ohio,Cleveland,2023-03,2023
B-26743,"$7,684","$1,157",12,Furniture,Sofas,COD,10/2/2020,Cameron Miller,Illinois,Chicago,2020-10,2020
B-26743,"$7,684","$1,157",12,Furniture,Sofas,COD,6/23/2020,Jacob Carpenter,New York,Buffalo,2020-06,2020
B-26743,"$7,684","$1,157",12,Furniture,Sofas,COD,8/21/2023,Pamela Callahan DVM,Ohio,Columbus,2023-08,2023
B-26757,"$6,008","$2,498",17,Electronics,Phones,Credit Card,7/16/2022,William Ruiz,Florida,Miami,2022-07,2022
B-26772,"$7,344","$2,598",20,Furniture,Bookcases,COD,8/1/2022,Paula Marshall,Texas,Dallas,2022-08,2022
B-26088,"$6,932","$3,218",20,Office Supplies,Pens,COD,7/16/2020,Natalie Cox,Florida,Orlando,2020-07,2020
B-26319,"$7,748","$1,706",16,Electronics,Electronic Games,EMI,5/2/2020,Andrew Fernandez,Ohio,Cincinnati,2020-05,2020
B-26319,"$6,381","$2,763",20,Office Supplies,Markers,UPI,5/2/2020,Andrew Fernandez,Ohio,Cincinnati,2020-05,2020
B-26319,$992,$64,6,Electronics,Phones,Credit Card,5/2/2020,Andrew Fernandez,Ohio,Cincinnati,2020-05,2020
B-25364,"$8,649","$2,631",13,Electronics,Laptops,EMI,1/10/2024,Alisha Saunders,California,San Francisco,2024-01,2024
B-25364,"$8,649","$2,631",13,Electronics,Laptops,EMI,9/30/2020,Travis Chandler DDS,New York,Rochester,2020-09,2020
B-25655,"$4,099",$52,18,Electronics,Laptops,UPI,3/28/2022,Russell Austin,New York,New York City,2022-03,2022
B-26864,"$2,539",$324,5,Electronics,Electronic Games,UPI,1/30/2021,Collin Cameron,California,San Francisco,2021-01,2021
B-26019,"$9,845","$3,062",9,Office Supplies,Paper,COD,3/14/2025,Elizabeth Hernandez,Florida,Orlando,2025-03,2025
B-25849,"$2,901","$1,411",2,Office Supplies,Paper,Debit Card,10/26/2021,William Russell,Texas,Austin,2021-10,2021
B-25849,"$2,901","$1,411",2,Office Supplies,Paper,Debit Card,1/11/2023,Sheri Berg,California,Los Angeles,2023-01,2023
B-25849,"$6,934","$1,152",6,Office Supplies,Pens,Credit Card,10/26/2021,William Russell,Texas,Austin,2021-10,2021
B-25849,"$6,934","$1,152",6,Office Supplies,Pens,Credit Card,1/11/2023,Sheri Berg,California,Los Angeles,2023-01,2023
B-25829,"$9,640","$2,606",2,Furniture,Bookcases,Credit Card,10/31/2021,Anthony Barnett,Illinois,Peoria,2021-10,2021
B-26065,"$7,930","$1,981",13,Furniture,Chairs,Credit Card,5/4/2023,Kaitlyn Flores,Ohio,Cleveland,2023-05,2023
B-26065,"$7,930","$1,981",13,Furniture,Chairs,Credit Card,8/9/2024,Rebecca Owen,Illinois,Springfield,2024-08,2024
B-25267,"$9,894",$829,1,Office Supplies,Binders,COD,8/21/2022,Michael Bell,California,San Diego,2022-08,2022
B-25267,"$4,534","$2,235",4,Furniture,Tables,COD,8/21/2022,Michael Bell,California,San Diego,2022-08,2022
B-25972,"$4,911",$186,20,Electronics,Phones,Debit Card,6/19/2022,Willie Huynh,New York,Buffalo,2022-06,2022
B-25972,$531,$189,20,Furniture,Bookcases,Debit Card,6/19/2022,Willie Huynh,New York,Buffalo,2022-06,2022
B-25511,"$9,707","$3,483",10,Electronics,Electronic Games,EMI,1/29/2025,Samuel Hayes,Illinois,Peoria,2025-01,2025
B-25511,"$8,521","$2,584",7,Office Supplies,Paper,COD,1/29/2025,Samuel Hayes,Illinois,Peoria,2025-01,2025
